1065|INTSM024 - Indosat to Org Transfer|152|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1066|INTDW004 - Sale Revenue LACCI|153|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1067|INTDW005 - Sale Revenue Organization|154|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1068|INTDW006 - Package Activation A#|155|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1069|INTDW007 - Package Activation B#|156|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1070|INTDW008 - Usage Revenue LACCI|157|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1071|INTDW015 - SGE|158|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1072|INTDW016 - WHITELIST A#B#|160|2|1|1|java:global/EnhancesysManagement/IntegrationServices/WhiteListABDump!com.enhancesys.integration.services.interfaces.processor.PullDataToFile||NULL|now
1073|DAILY_DUMP - Visit Organization Detail|205|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1074|DAILY_DUMP - Visit Org Activity Detail|218|2|1|1|java:global/EnhancesysManagement/IntegrationServices/VisitOrgActivityDetailDump!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1075|INTSM018 - Transaction Summary|161|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1076|INTDW009 - Reload A#|162|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1077|INTDW010 - Reload B#|163|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1078|INTDW012 - Usage A#B#|164|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1079|INTDW013 - Add On A#B#|165|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1080|INTDW014 - Reload A#B#|166|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1081|INTDW011 - Reload Sellin-Sellout|167|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1082|INTSM019 - Organization Balance|168|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1083|DAILY_DUMP - Sales Promo Program Daily Dump|169|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1084|DAILY_DUMP - Sales Event Daily Dump|170|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1085|DAILY_DUMP - Sales Event Detail MSISDN|171|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1086|DAILY_DUMP - Network Survey Detail Dump|172|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1087|DAILY_DUMP - Complaint Detail|173|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1088|DAILY_DUMP - Quiz Sum Detail|174|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1089|DAILY_DUMP - Quiz Detail|175|2|1|1|java:global/EnhancesysManagement/IntegrationServices/GenericDataProcessor!com.enhancesys.integration.services.interfaces.processor.PullFromMongo||NULL|now
1090|INTUP001 - Organization Sync With SM - Upload|176|2|2|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
1091|INTUP001 - Organization Sync With SM - Upload|176|3|1|1|java:global/EnhancesysManagement/IntegrationServices/CSVtoJSONConverter!com.enhancesys.integration.services.interfaces.converter.DataConverter|java:global/EnhancesysManagement/IntegrationPublishers/WebServicePublisher!com.enhancesys.integration.services.interfaces.publisher.DataPublisher|NULL|now
